Tweet_id,Text,Label,remove_user,remove_punc,remove_emoji,case_folding,tweet_clean,Tweet
1542133976222949376,Jadi ceritanya mau bikin cimol 🥲 trus sama mak ga dibolehin soalnya minyak goreng masih mahal akhirnya direbus saja🥲 https://t.co/xQDR1wohBM,0,Jadi ceritanya mau bikin cimol 🥲 trus sama mak ga dibolehin soalnya minyak goreng masih mahal akhirnya direbus saja🥲 https://t.co/xQDR1wohBM,Jadi ceritanya mau bikin cimol 🥲 trus sama mak ga dibolehin soalnya minyak goreng masih mahal akhirnya direbus saja🥲 httpstcoxQDR1wohBM,Jadi ceritanya mau bikin cimol trus sama mak ga dibolehin soalnya minyak goreng masih mahal akhirnya direbus saja httpstcoxQDR   wohBM,jadi ceritanya mau bikin cimol trus sama mak ga dibolehin soalnya minyak goreng masih mahal akhirnya direbus saja httpstcoxqdr   wohbm,"['cerita', 'bikin', 'cimol', 'trus', 'mak', 'ga', 'dibolehin', 'minyak', 'goreng', 'mahal', 'rebus', 'httpstcoxqdr', 'wohbm']",cerita bikin cimol trus mak ga dibolehin minyak goreng mahal rebus httpstcoxqdr wohbm
1542286242284711936,"@geloraco Dak da guna kau urus negara orang. Lihat tu carut marut Indonesia. Punya ladang terbesar, harga jual sawit murah, tapi harga Minyak goreng kok mahal ?",0," Dak da guna kau urus negara orang. Lihat tu carut marut Indonesia. Punya ladang terbesar, harga jual sawit murah, tapi harga Minyak goreng kok mahal ?", Dak da guna kau urus negara orang Lihat tu carut marut Indonesia Punya ladang terbesar harga jual sawit murah tapi harga Minyak goreng kok mahal ,Dak da guna kau urus negara orang Lihat tu carut marut Indonesia Punya ladang terbesar harga jual sawit murah tapi harga Minyak goreng kok mahal,dak da guna kau urus negara orang lihat tu carut marut indonesia punya ladang terbesar harga jual sawit murah tapi harga minyak goreng kok mahal,"['dak', 'da', 'kau', 'urus', 'negara', 'orang', 'lihat', 'tu', 'carut', 'marut', 'indonesia', 'ladang', 'besar', 'harga', 'jual', 'sawit', 'murah', 'harga', 'minyak', 'goreng', 'mahal']",dak da kau urus negara orang lihat tu carut marut indonesia ladang besar harga jual sawit murah harga minyak goreng mahal
1542593320089980928,"@Dennysiregar7 @jokowi Dodol......
Kalo sudah bener nggak mungkin naikin BBM...
Ngaak mungkin minyak goreng mahal....
Nggak mungkin naikin pajak....
Nggak mungkin impor pangan.....
Coba mikir dikit aja....
Mau jadi sekjen PBB.. ...
bahasa inggris aja masih belepotan......
Malu2in aja...",0,  Dodol...... Kalo sudah bener nggak mungkin naikin BBM... Ngaak mungkin minyak goreng mahal.... Nggak mungkin naikin pajak.... Nggak mungkin impor pangan..... Coba mikir dikit aja.... Mau jadi sekjen PBB.. ... bahasa inggris aja masih belepotan...... Malu2in aja...,  Dodol Kalo sudah bener nggak mungkin naikin BBM Ngaak mungkin minyak goreng mahal Nggak mungkin naikin pajak Nggak mungkin impor pangan Coba mikir dikit aja Mau jadi sekjen PBB  bahasa inggris aja masih belepotan Malu2in aja,Dodol Kalo sudah bener nggak mungkin naikin BBM Ngaak mungkin minyak goreng mahal Nggak mungkin naikin pajak Nggak mungkin impor pangan Coba mikir dikit aja Mau jadi sekjen PBB bahasa inggris aja masih belepotan Malu   in aja,dodol kalo sudah bener nggak mungkin naikin bbm ngaak mungkin minyak goreng mahal nggak mungkin naikin pajak nggak mungkin impor pangan coba mikir dikit aja mau jadi sekjen pbb bahasa inggris aja masih belepotan malu   in aja,"['dodol', 'kalo', 'bener', 'nggak', 'naikin', 'bbm', 'ngaak', 'minyak', 'goreng', 'mahal', 'nggak', 'naikin', 'pajak', 'nggak', 'impor', 'pangan', 'coba', 'mikir', 'dikit', 'aja', 'sekjen', 'pbb', 'bahasa', 'inggris', 'aja', 'belepotan', 'malu', 'in', 'aja']",dodol kalo bener nggak naikin bbm ngaak minyak goreng mahal nggak naikin pajak nggak impor pangan coba mikir dikit aja sekjen pbb bahasa inggris aja belepotan malu in aja
1542295980221280256,"@Susansiti96 Duh samaa yaa pasti gorengan tajil wajibnya, makanya sedih bangeeett nih minyak goreng jadi mahal.",-1," Duh samaa yaa pasti gorengan tajil wajibnya, makanya sedih bangeeett nih minyak goreng jadi mahal.", Duh samaa yaa pasti gorengan tajil wajibnya makanya sedih bangeeett nih minyak goreng jadi mahal,Duh samaa yaa pasti gorengan tajil wajibnya makanya sedih bangeett nih minyak goreng jadi mahal,duh samaa yaa pasti gorengan tajil wajibnya makanya sedih bangeett nih minyak goreng jadi mahal,"['duh', 'samaa', 'yaa', 'goreng', 'tajil', 'wajib', 'sedih', 'bangeett', 'nih', 'minyak', 'goreng', 'mahal']",duh samaa yaa goreng tajil wajib sedih bangeett nih minyak goreng mahal
1542206591847792640,"@glrhn @ramdhanafilia Dunia minyak goreng, meski minyak goreng langka dan mahal, semua bisa digoreng. begitu pula masalah nyalakan hp dan buka aplikasi, tulisan dan gambar di stasiun bensil tinggal hapus dan ganti.",0,"  Dunia minyak goreng, meski minyak goreng langka dan mahal, semua bisa digoreng. begitu pula masalah nyalakan hp dan buka aplikasi, tulisan dan gambar di stasiun bensil tinggal hapus dan ganti.",  Dunia minyak goreng meski minyak goreng langka dan mahal semua bisa digoreng begitu pula masalah nyalakan hp dan buka aplikasi tulisan dan gambar di stasiun bensil tinggal hapus dan ganti,Dunia minyak goreng meski minyak goreng langka dan mahal semua bisa digoreng begitu pula masalah nyalakan hp dan buka aplikasi tulisan dan gambar di stasiun bensil tinggal hapus dan ganti,dunia minyak goreng meski minyak goreng langka dan mahal semua bisa digoreng begitu pula masalah nyalakan hp dan buka aplikasi tulisan dan gambar di stasiun bensil tinggal hapus dan ganti,"['dunia', 'minyak', 'goreng', 'minyak', 'goreng', 'langka', 'mahal', 'goreng', 'nyala', 'hp', 'buka', 'aplikasi', 'tulis', 'gambar', 'stasiun', 'bensil', 'tinggal', 'hapus', 'ganti']",dunia minyak goreng minyak goreng langka mahal goreng nyala hp buka aplikasi tulis gambar stasiun bensil tinggal hapus ganti
1542296666304552960,"Bila energi 2024 digunakan secara tepat, pasti rakyat akan mendapat manfaat. Minimal harga minyak goreng jadi murah, BBM tdk mahal dan tersedia, UMKM kembali bergairah, dlsb.
Tapi yang terjadi justru para buzer makin memperkeruh situasi.",-1,"Bila energi 2024 digunakan secara tepat, pasti rakyat akan mendapat manfaat. Minimal harga minyak goreng jadi murah, BBM tdk mahal dan tersedia, UMKM kembali bergairah, dlsb. Tapi yang terjadi justru para buzer makin memperkeruh situasi.",Bila energi 2024 digunakan secara tepat pasti rakyat akan mendapat manfaat Minimal harga minyak goreng jadi murah BBM tdk mahal dan tersedia UMKM kembali bergairah dlsb Tapi yang terjadi justru para buzer makin memperkeruh situasi,Bila energi      digunakan secara tepat pasti rakyat akan mendapat manfaat Minimal harga minyak goreng jadi murah BBM tdk mahal dan tersedia UMKM kembali bergairah dlsb Tapi yang terjadi justru para buzer makin memperkeruh situasi,bila energi      digunakan secara tepat pasti rakyat akan mendapat manfaat minimal harga minyak goreng jadi murah bbm tdk mahal dan tersedia umkm kembali bergairah dlsb tapi yang terjadi justru para buzer makin memperkeruh situasi,"['energi', 'rakyat', 'manfaat', 'minimal', 'harga', 'minyak', 'goreng', 'murah', 'bbm', 'tdk', 'mahal', 'sedia', 'umkm', 'gairah', 'dlsb', 'buzer', 'keruh', 'situasi']",energi rakyat manfaat minimal harga minyak goreng murah bbm tdk mahal sedia umkm gairah dlsb buzer keruh situasi
1542524194088308741,"@badgeniuz @corbuzier Ga bisa gorong gw bro,minyak goreng mahal wkwkw",0,"  Ga bisa gorong gw bro,minyak goreng mahal wkwkw",  Ga bisa gorong gw brominyak goreng mahal wkwkw,Ga bisa gorong gw brominyak goreng mahal wkwkw,ga bisa gorong gw brominyak goreng mahal wkwkw,"['ga', 'gorong', 'gw', 'brominyak', 'goreng', 'mahal', 'wkwkw']",ga gorong gw brominyak goreng mahal wkwkw
1542366784652574720,"Gak usah iri, minyak goreng dan bensin di Amrik lebih mahal lho daripada di sini",0,"Gak usah iri, minyak goreng dan bensin di Amrik lebih mahal lho daripada di sini",Gak usah iri minyak goreng dan bensin di Amrik lebih mahal lho daripada di sini,Gak usah iri minyak goreng dan bensin di Amrik lebih mahal lho daripada di sini,gak usah iri minyak goreng dan bensin di amrik lebih mahal lho daripada di sini,"['gak', 'iri', 'minyak', 'goreng', 'bensin', 'amrik', 'mahal', 'lho']",gak iri minyak goreng bensin amrik mahal lho
1542125967065640966,"Gak harus nunggu nikah dulu, sekarang udah ngerasain beras habis,minyak goreng habis, deterjen habis, sembako mahal, bayar sewa, listrik putus, pipa mampet, atap jebol, sambat harga cabe naik,pagi bingung mau masak apa, nahan ga jajan, stock indomie dan telur buat penyelamat",0,"Gak harus nunggu nikah dulu, sekarang udah ngerasain beras habis,minyak goreng habis, deterjen habis, sembako mahal, bayar sewa, listrik putus, pipa mampet, atap jebol, sambat harga cabe naik,pagi bingung mau masak apa, nahan ga jajan, stock indomie dan telur buat penyelamat",Gak harus nunggu nikah dulu sekarang udah ngerasain beras habisminyak goreng habis deterjen habis sembako mahal bayar sewa listrik putus pipa mampet atap jebol sambat harga cabe naikpagi bingung mau masak apa nahan ga jajan stock indomie dan telur buat penyelamat,Gak harus nunggu nikah dulu sekarang udah ngerasain beras habisminyak goreng habis deterjen habis sembako mahal bayar sewa listrik putus pipa mampet atap jebol sambat harga cabe naikpagi bingung mau masak apa nahan ga jajan stock indomie dan telur buat penyelamat,gak harus nunggu nikah dulu sekarang udah ngerasain beras habisminyak goreng habis deterjen habis sembako mahal bayar sewa listrik putus pipa mampet atap jebol sambat harga cabe naikpagi bingung mau masak apa nahan ga jajan stock indomie dan telur buat penyelamat,"['gak', 'nunggu', 'nikah', 'udah', 'ngerasain', 'beras', 'habisminyak', 'goreng', 'habis', 'deterjen', 'habis', 'sembako', 'mahal', 'bayar', 'sewa', 'listrik', 'putus', 'pipa', 'mampet', 'atap', 'jebol', 'sambat', 'harga', 'cabe', 'naikpagi', 'bingung', 'masak', 'nahan', 'ga', 'jajan', 'stock', 'indomie', 'telur', 'selamat']",gak nunggu nikah udah ngerasain beras habisminyak goreng habis deterjen habis sembako mahal bayar sewa listrik putus pipa mampet atap jebol sambat harga cabe naikpagi bingung masak nahan ga jajan stock indomie telur selamat
1542469339076775937,@convomf Bisa buat goreng telur lagi itu nder simpen. Lumayan minyak lg mahal,0, Bisa buat goreng telur lagi itu nder simpen. Lumayan minyak lg mahal, Bisa buat goreng telur lagi itu nder simpen Lumayan minyak lg mahal,Bisa buat goreng telur lagi itu nder simpen Lumayan minyak lg mahal,bisa buat goreng telur lagi itu nder simpen lumayan minyak lg mahal,"['goreng', 'telur', 'nder', 'simpen', 'lumayan', 'minyak', 'lg', 'mahal']",goreng telur nder simpen lumayan minyak lg mahal
1542539745007239168,"@HutajuluEtha @Priok71 @jokowi Gua udah jalanin bbrpa bisnis dan selalu aja kena sikut, monopolinya luar biasa, distributor gadged pernah disikat dengan peraturan imei, skrg apa? SES/TAM, erafone dan kawan2 yg kuasai pasar, katanya dukung umkm, TAI! Bisnis wifi jg udah kesikat.. mau jualan goreng minyak mahal.",0,"   Gua udah jalanin bbrpa bisnis dan selalu aja kena sikut, monopolinya luar biasa, distributor gadged pernah disikat dengan peraturan imei, skrg apa? SES/TAM, erafone dan kawan2 yg kuasai pasar, katanya dukung umkm, TAI! Bisnis wifi jg udah kesikat.. mau jualan goreng minyak mahal.",   Gua udah jalanin bbrpa bisnis dan selalu aja kena sikut monopolinya luar biasa distributor gadged pernah disikat dengan peraturan imei skrg apa SESTAM erafone dan kawan2 yg kuasai pasar katanya dukung umkm TAI Bisnis wifi jg udah kesikat mau jualan goreng minyak mahal,Gua udah jalanin bbrpa bisnis dan selalu aja kena sikut monopolinya luar biasa distributor gadged pernah disikat dengan peraturan imei skrg apa SESTAM erafone dan kawan   yg kuasai pasar katanya dukung umkm TAI Bisnis wifi jg udah kesikat mau jualan goreng minyak mahal,gua udah jalanin bbrpa bisnis dan selalu aja kena sikut monopolinya luar biasa distributor gadged pernah disikat dengan peraturan imei skrg apa sestam erafone dan kawan   yg kuasai pasar katanya dukung umkm tai bisnis wifi jg udah kesikat mau jualan goreng minyak mahal,"['gua', 'udah', 'jalanin', 'bbrpa', 'bisnis', 'aja', 'kena', 'sikut', 'monopoli', 'distributor', 'gadged', 'sikat', 'atur', 'imei', 'skrg', 'sestam', 'erafone', 'kawan', 'yg', 'kuasa', 'pasar', 'dukung', 'umkm', 'tai', 'bisnis', 'wifi', 'jg', 'udah', 'sikat', 'jual', 'goreng', 'minyak', 'mahal']",gua udah jalanin bbrpa bisnis aja kena sikut monopoli distributor gadged sikat atur imei skrg sestam erafone kawan yg kuasa pasar dukung umkm tai bisnis wifi jg udah sikat jual goreng minyak mahal
1542186781009145857,"Hadiah ultah mamaaa
Botol minyak goreng aesthethic, bahan kaca super tebal

Dilihat dr bahan dan bentuknya spt botol mahal, pdhl cm 11k aja😭😭

https://t.co/NuW8QxWQJg https://t.co/vCExsREX8p",1,"Hadiah ultah mamaaa Botol minyak goreng aesthethic, bahan kaca super tebal  Dilihat dr bahan dan bentuknya spt botol mahal, pdhl cm 11k aja😭😭  https://t.co/NuW8QxWQJg https://t.co/vCExsREX8p",Hadiah ultah mamaaa Botol minyak goreng aesthethic bahan kaca super tebal  Dilihat dr bahan dan bentuknya spt botol mahal pdhl cm 11k aja😭😭  httpstcoNuW8QxWQJg httpstcovCExsREX8p,Hadiah ultah mamaa Botol minyak goreng aesthethic bahan kaca super tebal Dilihat dr bahan dan bentuknya spt botol mahal pdhl cm    k aja httpstcoNuW   QxWQJg httpstcovCExsREX   p,hadiah ultah mamaa botol minyak goreng aesthethic bahan kaca super tebal dilihat dr bahan dan bentuknya spt botol mahal pdhl cm    k aja httpstconuw   qxwqjg httpstcovcexsrex   p,"['hadiah', 'ultah', 'mamaa', 'botol', 'minyak', 'goreng', 'aesthethic', 'bahan', 'kaca', 'super', 'tebal', 'dr', 'bahan', 'bentuk', 'spt', 'botol', 'mahal', 'pdhl', 'cm', 'k', 'aja', 'httpstconuw', 'qxwqjg', 'httpstcovcexsrex', 'p']",hadiah ultah mamaa botol minyak goreng aesthethic bahan kaca super tebal dr bahan bentuk spt botol mahal pdhl cm k aja httpstconuw qxwqjg httpstcovcexsrex p
