Datetime,Tweet_id,Text,Username,Label
2022-06-30 02:03:24+00:00,1542327915487977472,"@erickthohir Monggo di order dagangan kami  bpk @erickthohir 

Ada otak2 bandeng, sarikedelai, susu kambing...dll

Order by DM gih.
Matur nuwun

Smg UMKM tetap bisa survive dimasa2 yg sulit ini,dimana kebutuhan pokok smkin mahal,untuk mendapatkan BBM,minyak goreng smkin banyak aturan2. https://t.co/rWY4627oVr",utamigoatmilk,0
2022-06-30 01:48:37+00:00,1542324195602079745,"@KompasTV kalu bisa di indonesia juga di buat damai pak ,soal nya harga² barang sembako dll serba naik terutama minyak goreng sangat sulit d dapat dan harga nya mahal pdahal indonesia yg punya perkebunan sawit ..",Mukidi63,0
2022-06-30 00:34:00+00:00,1542305414267559942,"Udahlah minyak goreng mahal, sekarang mau disyaratkan harus pake aplikasi peduli lindungi juga..

Pantengin serba-serbi MMC pagi pagi tentang minyak goreng peduli lindungi emg bikin mata melek. Semakin sadar, negara ini berpihak pada siapa..
#islamkaffah

https://t.co/irQ3pJEROK",Hijrahku281021,0
2022-06-30 00:14:39+00:00,1542300547520163840,"cabe mahal. solusinya jangan makan yg pedas². atau tanam cabe sendiri di rumah

ketika minyak goreng mahal, ibu suri minta rakyat utk makan rebusan.

keren kan 👍",IyoeNew,0
2022-06-30 00:07:38+00:00,1542298782489931776,@MunawarSidik11 @yusuf_dumdum Iya miris negara kaya sawit tapi minyak goreng mahal,ridwanwijiyant6,0
2022-06-29 23:59:14+00:00,1542296666304552960,"Bila energi 2024 digunakan secara tepat, pasti rakyat akan mendapat manfaat. Minimal harga minyak goreng jadi murah, BBM tdk mahal dan tersedia, UMKM kembali bergairah, dlsb.
Tapi yang terjadi justru para buzer makin memperkeruh situasi.",ordinary_007,-1
2022-06-29 23:56:30+00:00,1542295980221280256,"@Susansiti96 Duh samaa yaa pasti gorengan tajil wajibnya, makanya sedih bangeeett nih minyak goreng jadi mahal.",trianadewi_td,-1
2022-06-29 23:50:38+00:00,1542294502152343552,"Minyak goreng oh minyak goreng mau mendapatkan kamu aja susah?
Mahal ada lagi harus pakai peduli lindungi.kita yang gak ada bagaimana?gak bisa makan yang digoreng dong..!
Youtobe serba-serbi MMC
https://t.co/NezuurRykT
#IslamKaffah",TurkishJamilah,0
2022-06-29 23:34:53+00:00,1542290537864372224,"Hwaaa minyak goreng? Kenapa dirimu mahal syekalii, mau beli minyak goreng turah jg gituu pake aplikasi peduli lindungi dulu ya? Boro2 punya aplikasi nya , punya hp android aja ngga semua, knpa hal ini bisa terjadiii 😫😮‍💨
#islamkaffah

https://t.co/XfFzRtynZF",Sabarbersabarl1,0
2022-06-29 23:17:49+00:00,1542286242284711936,"@geloraco Dak da guna kau urus negara orang. Lihat tu carut marut Indonesia. Punya ladang terbesar, harga jual sawit murah, tapi harga Minyak goreng kok mahal ?",Syafei63084807,0
2022-06-29 21:55:05+00:00,1542265424603074560,"@ina_update_ Boro2 bangun ikn yg sesungguh nya tdk urgen, pak ...minyak goreng mahal dan susah, petani sawit menderita harga sawit anjlok, pak... kasian pedagang bakso dan pedagang gorengan minyak mahaldan susah tambah harga cabe sangat mahaaaaall.",muhammad9409432,0
2022-06-29 18:01:18+00:00,1542206591847792640,"@glrhn @ramdhanafilia Dunia minyak goreng, meski minyak goreng langka dan mahal, semua bisa digoreng. begitu pula masalah nyalakan hp dan buka aplikasi, tulisan dan gambar di stasiun bensil tinggal hapus dan ganti.",lulutedisantoso,0
2022-06-29 17:24:52+00:00,1542197421098168322,"@jokowi Dikampung ku Harga sawit murah tapi hrga minyak goreng msih mahal ,tpi anda masih sempat ngurusin negara lain sedangkn negara mu sendiri terbengkalai pak!!!",StangbengkoK97,0
2022-06-29 17:00:29+00:00,1542191284538212357,"@politikana Pemerintah goblok. Itu hinaan atau fakta?
Gimana gak goblok, minyak goreng lebih mahal dari pertamax turbo!
Dah gitu itu minyak sawit dicampurin ke solar jadi biosolar, eh disubsidi lagi. Goblok kwadrat kan. Menang banyak tuh konglo sawit.",majorcraftjoe,0
2022-06-29 16:42:35+00:00,1542186781009145857,"Hadiah ultah mamaaa
Botol minyak goreng aesthethic, bahan kaca super tebal

Dilihat dr bahan dan bentuknya spt botol mahal, pdhl cm 11k aja😭😭

https://t.co/NuW8QxWQJg https://t.co/vCExsREX8p",chockytime,1
2022-06-29 15:57:45+00:00,1542175498822107136,"Ibu2nya ngantri minyak goreng karna mahal, bapak2nya ngantri ngisi bensin pertalite, anak2nya ngantri ngelamar kerja.... lengkap sudah masalah keluarganya...",OpalAlfaiz,0
2022-06-29 15:41:20+00:00,1542171367864274944,"@BebasMe58764826 @Dennysiregar7 Loe maennya jauhan dikit, bahas pula minyak langka..adeeeuuhhh. Cari dulu dech literasinya. Di google juga g yakij bnyk knp penyebab minyak goreng mahal. Kl kadrun si jeplak aja, kaga kaji lbh dalem. Yg penting teriak paling keras Tapiiiiiiirrrrrrrrrr",Cloudz_matrix,0
2022-06-29 15:16:57+00:00,1542165228531482626,"Ni harga minyak goreng paling mahal dah keknya, nyari di indomaret juga kaga ada wkwkwkw",rawtulipp,0
2022-06-29 15:16:13+00:00,1542165043868946432,"@attarimai Wohh iya yah... Harus Upgrade peralatan masak juga yah, klo pake kompor listrik sistem induksi

Wkwkwk dah lah... Kita Nebangin hutan aja ,balik ke kayu bakar... 🤣 konglomerat babat hutan buat sawit boleh boleh aja tuh, mana minyak goreng dipasaran mahal pula 😅menang banyak",alfarabi_alva,0
2022-06-29 13:33:17+00:00,1542139140308860929,"@foulseasons jangan minyak goreng indomaret lu jadiin pelumas per, lagi mahal",wingsofcherub,0
2022-06-29 13:12:46+00:00,1542133976222949376,Jadi ceritanya mau bikin cimol 🥲 trus sama mak ga dibolehin soalnya minyak goreng masih mahal akhirnya direbus saja🥲 https://t.co/xQDR1wohBM,helenhyejinlee,0
2022-06-29 13:05:06+00:00,1542132050639351809,"Sewaktu harga migor mahal sekali dan minyak goreng curah menghilang di pasaran, saya sempat bingung juga masak gorengan pake apa ini ya? Mau beli migor 50 ribu per 2 liter kok gimana gitu. Biasanya harga 28 ribu kan, sisanya bisa buat beli ikan.

#MinyakUntukKita",LeylaHana,0
2022-06-29 13:05:03+00:00,1542132037905043456,"Yuk kita awasi bersama, jangan sampai ada oknum-oknum yang mengambil kesempatan dalam kesempitan, menimbun minyak goreng curah untuk di jual lebih mahal ke masyarakat
#MinyakUntukKita https://t.co/Xw5ImazyiC",WardhanyEmmy,0
2022-06-29 12:49:55+00:00,1542128225832546304,@Naqiyyah_Syam Moga makin terjangkau kembali harga minyak goreng ini yak. Miris kalau mahal trus langka lagi,andikceritanya,0
2022-06-29 12:40:56+00:00,1542125967065640966,"Gak harus nunggu nikah dulu, sekarang udah ngerasain beras habis,minyak goreng habis, deterjen habis, sembako mahal, bayar sewa, listrik putus, pipa mampet, atap jebol, sambat harga cabe naik,pagi bingung mau masak apa, nahan ga jajan, stock indomie dan telur buat penyelamat",SaipulMhd,0
2022-06-29 12:40:14+00:00,1542125792594841600,"Disaat minyak goreng mahal
Penjual tahu bulat digoreng dadakan 500an gurih² nyoy
Harga tidak naik",sleepygoddz,0
2022-06-29 12:17:48+00:00,1542120146910580737,"Kenapa pemerintah mau serepot itu? Ini untuk memastikan ketersediaan minyak goreng sbg salah satu kebutuhan pokok jangan sampe terjadi seperti kemarin, sudah mahal, langka pula

#MinyakUntukKita https://t.co/kZtdPQ9K7W",anotherorion,0
2022-06-29 12:12:43+00:00,1542118865039421440,"Kalo ingat ingat kemarin pas minyak mahal pake banget jadi sedih. Aku yang biasa ngemil rengginang kudu nahan nahan diri. Tapi bentar lagi bisa goreng rengginang sampai puas haha

#MinyakUntukKita",kwardani_retno,1
2022-06-29 12:08:48+00:00,1542117878542938114,"Setelah kondusif minyak goreng murah ini pun kembali ke harga semula tapi masih mahal di mata masyarakat menengah ke bawah. Untuk itulah pemerintah mencari solusi untuk mengatasinya
#MinyakUntukKita",fitrian,0
2022-06-29 12:08:25+00:00,1542117785542660097,"Tapi ada juga yang memmang menimbun minyak goreng murah tersebut untuk dijual kembali dengan harga mahal.

Duh nakal  banget ya di saat masyarakat membutuhkan malah ada oknum yang kurang bertanggung jawab
#MinyakUntukKita",fitrian,-1
2022-06-29 12:08:15+00:00,1542117743788695552,Hanya sekarang ini yang menjadi kendala adalah harga minyak goreng mahal untungnya stok di toko kelontong/minimarket dekat rumah sudah mulai banyak dibanding sebelumnya  #MinyakUntukKita,namakuhanni,0
2022-06-29 12:03:00+00:00,1542116419877347331,"Memang pembelian minyak goreng ini harus dibatasi dulu, karena harganya masih mahal di pasar dunia. Saya sendiri sekali beli hanya 1,5 kg itupun untuk 2 minggu. Sudah ada 40 ribu pengecer yg terdaftar oleh Kemendag &amp; Kemenperin. Cek di https://t.co/Sg4clgLiPG #MinyakUntukKita",LeylaHana,0
2022-06-29 12:02:32+00:00,1542116305024983040,"Banyak para pelaku usaha yang kesulitan dalam mendapatkan minyak goreng. Karena harganya mahal dan sulit didapat. Dan sekarang, pemerintah sudah menyiapkan banyak minyak goreng untuk masyarakat. 
#MinyakUntukKita",Agistasyahka,0
2022-06-29 12:01:45+00:00,1542116108022722562,"Untungnya, sekarang pemerintah sudah menghadirkan kembali minyak goreng dengan harga terjangkau. Jadi kita gak lagi deh tuh beli minyak goreng dengan harga mahal. Dan selalu ready stoknya di pasaran. 
#MinyakUntukKita",Agistasyahka,1
2022-06-29 11:53:53+00:00,1542114125605572609,@detikcom Harga minyak goreng melejit mahal. Kok aneh.,Suhartobhai,0
2022-06-29 11:30:11+00:00,1542108161925996544,Lalu kenapa harga minyak goreng masih mahal kalau stok bahan bakunya banjir... jd mikir kite...🤔,punyaramerame1,0
2022-06-29 10:56:26+00:00,1542099667785109504,"@OposisiCerdas Sebenarnya ini bagian dari rencana pemerintah, menggiring pembeli Pertalite dan minyak goreng, ke produk yang lebih mahal",Syinyo,0
2022-06-29 09:25:25+00:00,1542076763081125889,"@Cloudz_matrix @Dennysiregar7 Cebong yg baik hatinya, realistis ajalah, kita negara penghasil minyak sawit terbesar didunia kok minyak goreng langka &amp; mahal berarti ada yg salah dg kebijakan &amp; pengawasan, begitu jg kita negara yg kepulauan yg lautnya luas tapi garam masih impor, dll
Bgmn bong ???",BebasMe58764826,0
2022-06-29 09:20:15+00:00,1542075463669252096,@AchsanulQosasi Minyak goreng kemasan masih mahal tapi harga tbs ( tandan buah segar ) sawit di petani drop parah,Dodi_Y,0
2022-06-29 06:42:10+00:00,1542035678862553089,"@DJ_Luvly @mr_kumai @74bidadari @__galihhh @jokowi Weleh2... Ternyata ada yg bilang kegagalan negara 🤣🤣, 

Lucu memag anda itu,masak gara2 minyak goreng mahal sudah bilang kegagalan negara, (pdahal masih sanggup beli)  dan lucu nya lagi gk sadar kalo lebay🤣🤣🤣",Luqmanul2188,0
2022-06-29 06:41:07+00:00,1542035417352269825,"@detikcom Ntar bani kodok sok NKRI sok Toleran bakal kadrun2in nih gerai bakso dgn narasi ""dasar kadrun radikal intoleran, kasih gratis kok cuma buat muslim aja."" Itu ekspresi orang kere mendadak krn susah cari minyak goreng murah &amp; sembako mahal 😏",randhilicious,0
2022-06-29 06:27:27+00:00,1542031978840866817,"@Taufik_hdyat28 @jokowi Minyak goreng jadi mahal karena menghilangnya minyak bunga matahari Ukraina Rusia. 
Pada hakekatnya misi Pak Jokowi ini juga untuk mengurangi krisis pangan.",cgtrisanjaya,0
2022-06-29 05:55:15+00:00,1542023871515066368,Kalau wani bantulah rakyat untuk bisa beli minyak goreng murah turun lah dng uangmu biar jelas. Kamu membantu rakyat bukan wani sama rakyat...kuwalat sama budemu beli apa2 mahal,mamakhariadi,0
2022-06-29 04:57:27+00:00,1542009326163742720,@ScherazadeMS udah tau minyak mahal masih aja goreng goreng yg ga penting,uItramanribut,0
2022-06-29 04:53:16+00:00,1542008275738058754,Also piinis kek apaan beli minyak goreng pake aplikasi internet aja mahal dan ga semua ada. Gils makin muak.,yukkurirabbit,0
2022-06-29 04:29:18+00:00,1542002244752908288,"@miwo0o_ @FOOD_FESS Bukan hanya ayam yang mahal, bumbu2nya mahal semua. Cabe ratusan ribu, bawang dan kacang tanah naik semua. Kecap manis juga udah makin mahal. Minyak goreng mahal dah gak kaget lagi ya. Penjual juga pasti pada bingung mau jualan.",clean8989,0
2022-06-29 04:07:06+00:00,1541996657910632448,Xleh goreng sbb minyak mahal,starchaserAzz,0
2022-06-29 03:52:46+00:00,1541993050552971264,"@Zanzia6 @Candraasmara85 Sekarang minyak goreng juga sdh mulai mahal dan langka, dan mulai tgl 1 lusa subsidi BBM juga sdh dicabut. Tapi gak ada yg ribut ... Semua berjalan seperti biasa 😁",PradiptaArya4,0
2022-06-29 03:34:15+00:00,1541988390291542016,"@BennsTyo_ Minyak goreng murah yang mahal niatnya🥲
🤣🤣🤣🤣",dudu_pilihanmu,0
2022-06-29 03:05:46+00:00,1541981223312306176,@ruhutsitompul Urusin dulu dalam negeri yg amburadul ...negara kebun sawitnya luas ko minyak goreng mahal ...urusin tu mafia cukong  ..tp ya gimna lagi wong yg biayai untuk menang pilpres para cukong walau curang....,umsari_nasution,0
2022-06-29 01:45:57+00:00,1541961133992869888,"@republikaonline Di Indonesia ini, seperti halnya minyak goreng, BBM gak harus mahal, krn kita punya tambangnya, sebagaimana kita punya kebun dan pabrik sawit..
Apa yg menyebabkan mahal? Itulah yg harus diperbaiki...
Lain halnya klo PEMERINTAH mau JUALAN DGN RAKYAT..cari untung yg sebesar2ny",widyawidhistira,0
2022-06-29 01:39:11+00:00,1541959430690177024,"Di tebang saja karna sudah tidak laku lagi buah nya, sementara sembako, BBM, pupuk, dan minyak goreng harga sdh mahal, dimana bentuk kebijakan seperti ini.... https://t.co/C1ahQvWoOO",Kusvenso3,0
2022-06-29 00:53:33+00:00,1541947949844168704,minyak goreng mahal bngt ya 🙂,beachybill,0
2022-06-29 00:06:20+00:00,1541936063853170689,"@izalrafif @BRafizqy @ukhtielya @UmarChelseaa_ @na_dirs Sok2an peduli tetangga, 🤣🤣

Saya hidup dikampung, dan gk ada yg teriak2 menjerit-jerit gara2 minyak goreng mahal. 

Coba lah jalan2 dikampung.. Jangan cuma di medsos yg ikut2an gaya menjerit-jerit 😋😋",Luqmanul2188,0
2022-06-28 23:57:15+00:00,1541933778905354240,"@Dennysiregar7 Pak biden tertawa karena kagum dengan Indonesia, sebab pak jokowi cerita kalo warganya skrng jadi paling bahagia didunia, dan terbukti kalo yg merasa tidak bahagia itu disebabkan harga minyak goreng dan cabe lagi mahal, itu pun kenyataan masjh bisa beli.",Luqmanul2188,0
